日期,时间,玩家,触发,插件版本,包内文件(不含截图)
20260922,235415,玩家E,nolock,1.37.0,ad_20260922_212011.log;trace_20260922145647.jsonl;trace_20260922141014.jsonl
20260922,235629,玩家H,nolock,1.37.0,ad_20260922_215549.log
20260922,235712,玩家F,nolock,1.37.0,ad_20260922_224304.log
20260923,000318,玩家E,nolock,1.37.0,ad_20260922_212011.log
20260923,000422,玩家D,nolock,1.37.0,ad_20260922_235927.log
20260923,001148,玩家D,abnormal,1.37.0,ad_20260922_235927.log;trace_20260922160536.jsonl
20260923,001522,玩家F,draft,1.37.0,ad_20260922_224304.log;trace_20260922160532.jsonl
20260923,001527,玩家E,draft,1.37.0,ad_20260922_212011.log;trace_20260922160645.jsonl
20260923,002011,玩家A,nolock,1.37.0,ad_20260922_212206.log;trace_20260922160532.jsonl;trace_20260922145539.jsonl;trace_20260922140912.jsonl;trace_20260922132223.jsonl
20260923,002039,玩家D,nolock,1.37.0,ad_20260922_235927.log;trace_20260922160536.jsonl
20260923,002606,玩家F,nolock,1.37.0,ad_20260922_224304.log
20260923,002607,玩家E,nolock,1.37.0,ad_20260922_212011.log
20260923,002932,玩家A,nolock,1.37.0,ad_20260922_212206.log
20260923,003609,玩家D,nolock,1.37.0,ad_20260922_235927.log
20260923,003638,玩家F,nolock,1.37.0,ad_20260922_224304.log
20260923,004635,玩家H,nolock,1.37.0,ad_20260922_215549.log;trace_20260922160530.jsonl
20260923,004701,玩家D,nolock,1.37.0,ad_20260922_235927.log
20260923,005218,玩家D,nolock,1.37.0,ad_20260922_235927.log
20260923,005340,玩家H,nolock,1.37.0,ad_20260922_215549.log
20260923,010257,玩家H,nolock,1.37.0,ad_20260922_215549.log
20260923,010551,玩家D,nolock,1.37.0,ad_20260922_235927.log
20260923,011733,玩家D,nolock,1.37.0,ad_20260922_235927.log
20260923,011804,玩家H,nolock,1.37.0,ad_20260922_215549.log
20260923,014749,玩家D,nolock,1.37.0,ad_20260922_235927.log
20260923,015344,玩家D,nolock,1.37.0,ad_20260922_235927.log
20260923,131301,玩家D,abnormal,1.37.0,ad_20260923_125947.log;trace_20260923050711.jsonl
20260923,132804,玩家D,nolock,1.37.0,ad_20260923_125947.log
20260923,134854,玩家D,nolock,1.37.0,ad_20260923_125947.log
20260923,135801,玩家D,draft,1.37.0,ad_20260923_125947.log;trace_20260923054958.jsonl
20260923,140820,玩家D,nolock,1.37.0,ad_20260923_125947.log
20260923,141709,玩家D,nolock,1.37.0,ad_20260923_125947.log
20260923,143642,玩家D,draft,1.37.0,ad_20260923_125947.log;trace_20260923062844.jsonl
20260923,151032,玩家D,nolock,1.37.0,ad_20260923_125947.log
20260923,152945,玩家D,draft,1.38.0,ad_20260923_151754.log;trace_20260923072147.jsonl
20260923,155800,玩家D,nolock,1.38.0,ad_20260923_151754.log;trace_20260923072147.jsonl
20260923,174354,玩家D,nolock,1.38.0,ad_20260923_173811.log
20260923,180622,玩家D,nolock,1.38.0,ad_20260923_173811.log
20260923,183254,玩家D,nolock,1.38.0,ad_20260923_173811.log
20260923,210433,玩家H,nolock,1.38.0,ad_20260923_205638.log
20260923,211347,玩家D,abnormal,1.38.0,ad_20260923_205805.log;trace_20260923130718.jsonl
20260923,211350,玩家H,abnormal,1.38.0,ad_20260923_205638.log;trace_20260923130719.jsonl
20260923,211523,玩家A,draft,1.38.0,ad_20260923_205904.log;trace_20260923130719.jsonl
20260923,212136,玩家D,nolock,1.38.0,ad_20260923_205805.log;trace_20260923130718.jsonl
20260923,214056,玩家H,nolock,1.38.0,ad_20260923_205638.log
20260923,214114,玩家A,nolock,1.38.0,ad_20260923_205904.log;trace_20260923130719.jsonl
20260923,214648,玩家E,nolock,1.38.0,ad_20260923_214149.log
20260923,214712,玩家H,nolock,1.38.0,ad_20260923_205638.log
20260923,214904,玩家D,nolock,1.38.0,ad_20260923_205805.log
20260923,215702,玩家D,nolock,1.38.0,ad_20260923_205805.log
20260923,220510,玩家A,abnormal,1.38.0,ad_20260923_205904.log;trace_20260923135830.jsonl
20260923,220525,玩家D,draft,1.38.0,ad_20260923_205805.log;trace_20260923135835.jsonl
20260923,220642,玩家J,draft,1.38.0,ad_20260923_214423.log;trace_20260923135832.jsonl
20260923,220647,玩家H,draft,1.38.0,ad_20260923_205638.log;trace_20260923135833.jsonl
20260923,220657,玩家E,draft,1.38.0,ad_20260923_214149.log;trace_20260923135945.jsonl
20260923,221158,玩家H,nolock,1.38.0,ad_20260923_205638.log
20260923,223007,玩家J,nolock,1.38.0,ad_20260923_214423.log
20260923,223106,玩家A,nolock,1.38.0,ad_20260923_205904.log
20260923,223221,玩家D,nolock,1.38.0,ad_20260923_205805.log;trace_20260923135835.jsonl
20260923,223933,玩家E,nolock,1.38.0,ad_20260923_214149.log
20260923,223940,玩家A,nolock,1.38.0,ad_20260923_205904.log
20260923,223954,玩家J,nolock,1.38.0,ad_20260923_214423.log
20260923,223959,玩家H,nolock,1.38.0,ad_20260923_205638.log
20260923,224416,玩家D,nolock,1.38.0,ad_20260923_205805.log
20260923,225227,玩家A,draft,1.38.0,ad_20260923_205904.log;trace_20260923144444.jsonl
20260923,225246,玩家E,draft,1.38.0,ad_20260923_214149.log;trace_20260923144552.jsonl
20260923,225246,玩家H,draft,1.38.0,ad_20260923_205638.log;trace_20260923144448.jsonl
20260923,225248,玩家F,draft,1.38.0,ad_20260923_222303.log;trace_20260923144446.jsonl
20260923,230413,玩家H,nolock,1.38.0,ad_20260923_205638.log
20260923,230718,玩家A,nolock,1.38.0,ad_20260923_205904.log
20260923,231656,玩家H,nolock,1.38.0,ad_20260923_205638.log
20260923,231757,玩家A,nolock,1.38.0,ad_20260923_205904.log
20260923,232925,玩家F,nolock,1.38.0,ad_20260923_222303.log
20260923,234839,玩家E,nolock,1.38.0,ad_20260923_214149.log
20260923,234848,玩家F,nolock,1.38.0,ad_20260923_222303.log
20260923,235616,玩家F,nolock,1.38.0,ad_20260923_222303.log
20260923,235632,玩家E,nolock,1.38.0,ad_20260923_214149.log
20260923,235633,玩家H,nolock,1.38.0,ad_20260923_205638.log
20260923,235638,玩家A,nolock,1.38.0,ad_20260923_205904.log
20260924,000824,玩家F,draft,1.38.0,ad_20260923_222303.log;trace_20260923160104.jsonl
20260924,000826,玩家E,draft,1.38.0,ad_20260923_214149.log;trace_20260923160207.jsonl
20260924,001159,玩家F,nolock,1.38.0,ad_20260924_000837.log;trace_20260923160104.jsonl
20260924,001225,玩家E,nolock,1.38.0,ad_20260924_000951.log;trace_20260923160207.jsonl
20260924,001417,玩家A,nolock,1.38.0,ad_20260924_000829.log;trace_20260923160105.jsonl
20260924,001638,玩家H,nolock,1.38.0,ad_20260924_000854.log;trace_20260923160100.jsonl
20260924,002658,玩家L,draft,1.38.0,ad_20260924_001504.log;trace_20260923161907.jsonl
20260924,002658,玩家H,draft,1.38.0,ad_20260924_000854.log;trace_20260923161859.jsonl
20260924,002659,玩家F,draft,1.38.0,ad_20260924_000837.log;trace_20260923161902.jsonl
20260924,002659,玩家A,draft,1.38.0,ad_20260924_000829.log;trace_20260923161909.jsonl
20260924,002710,玩家E,draft,1.38.0,ad_20260924_000951.log;trace_20260923162005.jsonl
20260924,003213,玩家H,nolock,1.38.0,ad_20260924_000854.log
20260924,003325,玩家A,nolock,1.38.0,ad_20260924_000829.log;trace_20260923161909.jsonl
20260924,003526,玩家E,nolock,1.38.0,ad_20260924_000951.log
20260924,004348,玩家F,nolock,1.38.0,ad_20260924_000837.log
20260924,004911,玩家E,nolock,1.38.0,ad_20260924_000951.log
20260924,005218,玩家L,nolock,1.38.0,ad_20260924_001504.log
20260924,005405,玩家H,nolock,1.38.0,ad_20260924_000854.log
20260924,005836,玩家F,nolock,1.38.0,ad_20260924_000837.log
20260924,010323,玩家H,nolock,1.38.0,ad_20260924_000854.log
20260924,135051,玩家D,manual,1.38.0,ad_20260924_135004.log
20260924,135302,玩家D,nolock,1.38.0,ad_20260924_135004.log
20260924,150926,玩家D,prevcrash,1.38.0,ad_20260924_150839.log
20260924,152242,玩家D,draft,1.39.1,ad_20260924_150855.log;trace_20260924071439.jsonl
20260924,153647,玩家D,nolock,1.39.1,ad_20260924_150855.log
20260924,154812,玩家D,nolock,1.39.1,ad_20260924_150855.log
